round,full_mean,full_std,simplified_mean,simplified_std,gap_mean
206,0.3936893203883495,0.04161471295174327,0.015533980582524271,0.022435378656876392,0.3781553398058252
207,0.39323671497584545,0.04123012230599395,0.015942028985507246,0.02256095541803984,0.3772946859903382
208,0.39278846153846153,0.04107975447602688,0.015865384615384618,0.022452489286222344,0.3769230769230769
209,0.391866028708134,0.0417366421713739,0.015789473684210527,0.022345061107819364,0.37607655502392345
210,0.39238095238095233,0.04130523512800276,0.015714285714285715,0.022238656054924987,0.3766666666666666
211,0.3924170616113744,0.04152264666125025,0.015639810426540286,0.022133259580731028,0.3767772511848341
212,0.39339622641509436,0.04214775076167676,0.015566037735849058,0.02202885741289739,0.3778301886792453
213,0.3953051643192488,0.04271010484711421,0.015492957746478875,0.021925435547109143,0.37981220657276993
214,0.39485981308411217,0.04304395314500692,0.01542056074766355,0.021822980240814235,0.3794392523364486
215,0.3948837209302326,0.04355485528784918,0.015348837209302324,0.021721478007136034,0.3795348837209303
216,0.3949074074074074,0.04450468525450096,0.015277777777777776,0.021620915608954846,0.3796296296296296
217,0.39585253456221203,0.04412667992452192,0.015207373271889401,0.021521280053153208,0.3806451612903226
218,0.3954128440366972,0.04427496701656386,0.015137614678899083,0.02142255858501948,0.3802752293577981
219,0.3958904109589041,0.04446138206478304,0.01506849315068493,0.02132473868280478,0.38082191780821917
220,0.3954545454545454,0.04513524213565967,0.015,0.021227808052428396,0.3804545454545454
